20111026_170000,83.7855555556,81.8712371134
20111026_173000,83.8722222222,81.9108247423
20111026_180000,83.8511111111,81.9511340206
20111026_183000,83.8677777778,81.985257732
20111027_103000,84.2033333333,82.0463917526
20111027_110000,84.4888888889,82.096185567
20111027_113000,84.79,82.1469072165
20111027_120000,85.0722222222,82.1995876289
20111027_123000,85.3133333333,82.2507216495
20111027_130000,85.4055555556,82.3027835052
20111027_133000,85.5811111111,82.3572164948
20111027_140000,85.7488888889,82.401443299
20111027_143000,85.9655555556,82.4559793814
20111027_150000,85.8366666667,82.5186597938
20111027_153000,85.7966666667,82.5739175258
20111027_160000,85.8177777778,82.6308247423
20111027_163000,85.7833333333,82.7036082474
20111027_170000,85.8577777778,82.7849484536
20111027_173000,85.9155555556,82.8612371134
20111027_180000,85.8933333333,82.9274226804
20111027_183000,85.9144444444,82.9960824742
20111028_103000,85.9055555556,83.0602061856
20111028_110000,85.8655555556,83.12
20111028_113000,85.8933333333,83.1903092784
20111028_120000,85.8933333333,83.2629896907
20111028_123000,85.8522222222,83.332371134
20111028_130000,85.6888888889,83.3782474227
20111028_133000,85.6055555556,83.4184536082
20111028_140000,85.5122222222,83.4509278351
20111028_143000,85.4277777778,83.4939175258
20111028_150000,85.2977777778,83.5330927835
20111028_153000,85.2033333333,83.5692783505
20111028_160000,85.0422222222,83.6086597938
20111028_163000,84.8544444444,83.6403092784
20111028_170000,84.6933333333,83.667628866
20111028_173000,84.6311111111,83.7012371134
20111028_180000,84.5811111111,83.7474226804
20111028_183000,84.6577777778,83.7987628866
20111031_103000,84.6677777778,83.8404123711
20111031_110000,84.7044444444,83.8821649485
20111031_113000,84.78,83.9280412371
20111031_120000,84.7988888889,83.974742268
20111031_123000,84.8233333333,84.0132989691
20111031_130000,84.8666666667,84.0526804124
20111031_133000,84.8166666667,84.0865979381
20111031_140000,84.6688888889,84.1151546392
20111031_143000,84.4355555556,84.1372164948
20111031_150000,84.1922222222,84.1475257732
20111031_153000,83.9988888889,84.1562886598
20111031_160000,83.7366666667,84.1634020619
20111031_163000,83.4588888889,84.1460824742
20111031_170000,83.2022222222,84.1316494845
20111031_173000,82.9177777778,84.1175257732
20111031_180000,82.6822222222,84.104742268
20111031_183000,82.4833333333,84.0931958763
20111101_103000,82.1588888889,84.0634020619
20111101_110000,81.8533333333,84.028556701
20111101_113000,81.4944444444,83.9890721649
20111101_120000,81.0422222222,83.9471134021
20111101_123000,80.6322222222,83.9029896907
20111101_130000,80.1933333333,83.854742268
20111101_133000,79.8088888889,83.8082474227
20111101_140000,79.3788888889,83.7541237113
20111101_143000,78.9988888889,83.7026804124
20111101_150000,78.7822222222,83.6479381443
20111101_153000,78.5766666667,83.5817525773
20111101_160000,78.3777777778,83.5150515464
20111101_173000,78.2422222222,83.4529896907
20111101_180000,78.0788888889,83.3881443299
20111101_183000,77.9311111111,83.3226804124
20111102_103000,77.9777777778,83.277628866
20111102_110000,78.0288888889,83.2308247423
20111102_113000,78.0988888889,83.1856701031
20111102_120000,78.1444444444,83.1373195876
20111102_123000,78.1444444444,83.0798969072
20111102_130000,78.1088888889,83.0180412371
20111102_133000,78.0377777778,82.9486597938
20111102_140000,78.0877777778,82.8891752577
20111102_143000,78.1844444444,82.8381443299
20111102_150000,78.0433333333,82.7934020619
20111102_153000,77.9633333333,82.7517525773
20111102_160000,77.8888888889,82.7182474227
20111102_163000,77.8622222222,82.6806185567
20111102_170000,77.9122222222,82.6430927835
20111102_173000,77.9988888889,82.5987628866
20111102_180000,78.2422222222,82.5635051546
20111102_183000,78.3866666667,82.5265979381
20111103_103000,78.2833333333,82.4719587629
20111103_110000,78.1055555556,82.4059793814
20111103_113000,77.8844444444,82.3303092784
20111103_120000,77.7233333333,82.2583505155
20111103_123000,77.6377777778,82.2009278351
20111103_130000,77.5788888889,82.1421649485
20111103_133000,77.5811111111,82.0870103093
20111103_140000,77.5911111111,82.041443299
20111103_143000,77.5822222222,81.9890721649
20111103_150000,77.7744444444,81.9369072165
20111103_153000,78.0911111111,81.877628866
20111103_160000,78.5788888889,81.8391752577
20111103_163000,78.97,81.8054639175
20111103_170000,79.2711111111,81.7744329897
20111103_173000,79.5288888889,81.7084536082
20111103_180000,79.7577777778,81.6480412371
20111103_183000,79.9755555556,81.594742268
20111107_103000,80.3077777778,81.5470103093
20111107_110000,80.4788888889,81.4883505155
20111107_113000,80.6255555556,81.4341237113
20111107_120000,80.6077777778,81.3777319588
20111107_123000,80.5922222222,81.3270103093
20111107_130000,80.6511111111,81.2813402062
20111107_133000,80.7144444444,81.2331958763
20111107_140000,80.73,81.1779381443
20111107_143000,80.7755555556,81.1269072165
20111107_150000,80.6988888889,81.075257732
20111107_153000,80.7488888889,81.0143298969
20111107_160000,80.8111111111,80.9605154639
20111107_163000,80.9344444444,80.917628866
20111107_170000,81.01,80.8719587629
